iter	MultiClass
276	0.3850226619
277	0.3825783605
278	0.3800949817
279	0.3777950277
280	0.3763007082
281	0.3741170915
282	0.3719382983
283	0.3704177635
284	0.3680396141
285	0.3666925904
286	0.3641697013
287	0.3634749562
288	0.3612134095
289	0.3594282137
290	0.357240548
291	0.3553303649
292	0.3539998451
293	0.3517477025
294	0.3497780623
295	0.3481645936
296	0.3470068681
297	0.3453280883
298	0.3431932869
299	0.3410901405
300	0.33928215
301	0.3374982724
302	0.3358079399
303	0.3339575509
304	0.3321579222
305	0.3304001971
306	0.3286887342
307	0.3270527233
308	0.3250201032
309	0.3229811806
310	0.3210397782
311	0.3199485446
312	0.3183423101
313	0.3167447325
314	0.3153208885
315	0.3137011907
316	0.3124323682
317	0.3109964894
318	0.3091486004
319	0.3078714758
320	0.3060834605
321	0.3044194986
322	0.3029250264
323	0.3013844625
324	0.2997388227
325	0.2984602938
326	0.2965919444
327	0.2952181642
328	0.2937023383
329	0.2921409888
330	0.290513029
331	0.2891847989
332	0.288124013
333	0.2866093749
334	0.2852101128
335	0.2836818443
336	0.2825060371
337	0.2815117324
338	0.2802571054
339	0.2790554553
340	0.2774489161
341	0.2759892646
342	0.2743796836
343	0.272985464
344	0.2716992182
345	0.2704405804
346	0.2696550062
347	0.2684317434
348	0.2670672839
349	0.2657991437
350	0.2651273181
351	0.2640136908
352	0.2632558023
353	0.2621055904
354	0.2610416335
355	0.2599261549
356	0.2585301019
357	0.2572704519
358	0.2566835823
359	0.2556216892
360	0.2543360636
361	0.2532449941
362	0.2525849186
363	0.2512275137
364	0.2500501463
365	0.2488407467
366	0.2474487522
367	0.2462302681
368	0.2450258547
369	0.2438337663
370	0.2428121909
371	0.2418056433
372	0.2412727963
373	0.2403635009
374	0.2396176169
375	0.2383945952
376	0.2372258085
377	0.236156412
378	0.2350429932
379	0.2337855711
380	0.2327263492
381	0.2314698406
382	0.230499404
383	0.2294928268
384	0.2286183825
385	0.227977481
386	0.2269441396
387	0.2259935945
388	0.2249291465
389	0.2237691108
390	0.2227230138
391	0.2218980758
392	0.2209090179
393	0.2198427434
394	0.2188150183
395	0.2177434837
396	0.2166871352
397	0.2156453804
398	0.2148321559
399	0.2140316901
400	0.2135623039
401	0.2126486947
402	0.211986925
403	0.2109853754
404	0.2100463623
405	0.2089313296
406	0.2079685214
407	0.2071305039
408	0.2061609955
409	0.205612821
410	0.2049944704
411	0.2043627539
412	0.2036682726
413	0.2027559616
414	0.2018579388
415	0.2011075541
416	0.2003215721
417	0.1998247609
418	0.1990033766
419	0.1983015756
420	0.1974730722
421	0.1966885023
422	0.1962362325
423	0.1955851049
424	0.1947102321
425	0.1938717013
426	0.193040934
427	0.1923539254
428	0.1916768477
429	0.1908659524
430	0.1901347029
431	0.1893236108
432	0.1886497571
433	0.1879256809
434	0.1873494549
435	0.1868123651
436	0.1859774679
437	0.1851618658
438	0.1843299608
439	0.1834759482
440	0.182667519
441	0.1821229847
442	0.181430151
443	0.1809855866
444	0.1805877952
445	0.1799561143
446	0.17927877
447	0.1785292406
448	0.1777733988
449	0.1771994873
450	0.1766262231
451	0.175965539
452	0.1752121922
453	0.17485338
454	0.1741782736
455	0.1737504998
456	0.1731641151
457	0.1725756934
458	0.1718872968
459	0.1713587902
460	0.1706593207
461	0.1703810718
462	0.1697813293
463	0.169268248
464	0.1686377295
465	0.1679965723
466	0.1674463144
467	0.1667624201
468	0.1661855331
469	0.165513821
470	0.1648669257
471	0.164187087
472	0.1638095478
473	0.1632231478
474	0.1626788943
475	0.1621663496
476	0.1616324323
477	0.1610621239
478	0.160559591
479	0.1599657326
480	0.1595165181
481	0.1589105657
482	0.1583436668
483	0.1579552477
484	0.1573487034
485	0.1569804339
486	0.1565682476
487	0.1560368796
488	0.1554715772
489	0.1548510071
490	0.1542905751
491	0.1537610731
492	0.1534009806
493	0.1528382011
494	0.152356168
495	0.1518548664
496	0.1513759466
497	0.1509436359
498	0.150427149
499	0.1500773125
500	0.1496396806
501	0.1491115261
502	0.1486911743
503	0.1483406792
504	0.1479321006
505	0.1474552029
506	0.1469796819
507	0.1465602931
508	0.1460681364
509	0.1455549103
510	0.1451984683
511	0.1447538907
512	0.1442858184
513	0.1439337086
514	0.1435396495
515	0.1430931883
516	0.1426904933
517	0.142349947
518	0.141984985
519	0.1415810216
520	0.1411895412
521	0.1407020786
522	0.1403706868
523	0.1398577565
524	0.1395276699
525	0.1390561149
526	0.1386411562
527	0.1381432162
528	0.1377112082
529	0.1373742751
530	0.1369153112
531	0.1364543651
532	0.1360105495
533	0.1355695054
534	0.1351171962
535	0.1346623369
536	0.1342809029
537	0.1338158807
538	0.1334437734
539	0.1329809218
540	0.132556966
541	0.1321505127
542	0.1317934041
543	0.1313328403
544	0.1309929923
545	0.1306428161
546	0.1303325009
547	0.1300216777
548	0.1296604846
549	0.1292551004
550	0.1288074077
551	0.1284219929
552	0.1280614251
553	0.1277076591
554	0.1273607739
555	0.1269539431
556	0.1265740778
557	0.126194042
558	0.1258985663
559	0.1255223518
560	0.1251802354
561	0.1248351131
562	0.1244863995
563	0.12412203
564	0.1237923655
565	0.1234831998
566	0.1231390804
567	0.1227610186
568	0.122423878
569	0.1220287259
570	0.1217062363
571	0.1213447829
572	0.1210340738
573	0.1206836851
574	0.1203123165
575	0.1200122853
576	0.1196584047
577	0.11936898
578	0.1190356568
579	0.1187096476
580	0.1183656823
581	0.118035727
582	0.1178554231
583	0.1175018747
584	0.1171565529
585	0.1168083863
586	0.1164803102
587	0.1163020903
588	0.1159243934
589	0.115696172
590	0.1153651655
591	0.1150917243
592	0.1147461463
593	0.1144322225
594	0.1141181436
595	0.1138161393
596	0.1135232916
597	0.1132148004
598	0.1129898693
599	0.1126745234
600	0.1123609079
601	0.1120759905
602	0.1117868732
603	0.1115153846
604	0.1111851948
605	0.1108621418
606	0.1105826472
607	0.1103259497
608	0.1101718049
609	0.1098691476
610	0.1096854233
611	0.1094104158
612	0.1090754286
613	0.1087929116
614	0.1085468391
615	0.1083079727
616	0.1080650679
617	0.1077578253
618	0.1075435189
619	0.1072933112
620	0.1070603324
621	0.1067728467
622	0.1065031191
623	0.1062497896
624	0.1059327832
625	0.1057036508
626	0.1054598199
627	0.1052604599
628	0.1049612202
629	0.104722635
630	0.1044388008
631	0.1041543141
632	0.1039374348
633	0.1037048008
634	0.1034734461
635	0.1032164259
636	0.1029795596
637	0.1027141459
638	0.1024655061
639	0.1022237805
640	0.1019455957
641	0.1017008027
642	0.1014561554
643	0.1012862852
644	0.1010423013
645	0.1007712519
646	0.1005761974
647	0.1003514385
648	0.1001029183
649	0.09989230135
650	0.09970984312
651	0.09949033971
652	0.09927263017
653	0.09904597609
654	0.09877794466
655	0.09853071135
656	0.09826422637
657	0.09805718068
658	0.09785311
659	0.09761431373
660	0.09734234297
661	0.09715737079
662	0.09694856979
663	0.09675849841
664	0.09651192922
665	0.09630093649
666	0.09605818066
667	0.0958497711
668	0.09562884534
669	0.09538820317
670	0.09518460886
671	0.09497427932
672	0.09472570542
673	0.09455784129
674	0.09429209678
675	0.09404779897
676	0.09388466611
677	0.09372242204
678	0.09354480959
679	0.09334090747
680	0.09312863987
681	0.09289728532
682	0.09271040181
683	0.092474328
684	0.09223938027
685	0.09211371818
686	0.09189828418
687	0.09168093329
688	0.09147576767
689	0.09125488974
690	0.09106665835
691	0.0908618448
692	0.0906381306
693	0.09051420873
694	0.09028436636
695	0.09009604603
696	0.08988196394
697	0.08967034665
698	0.089441235
699	0.08926901003
700	0.08910810834
701	0.08890397336
702	0.08869544305
703	0.08849008237
704	0.08831491112
705	0.08814794849
706	0.08800569842
707	0.08789403482
708	0.08769365917
709	0.08756785529
710	0.08737824151
711	0.08721601334
712	0.08703539645
713	0.08686806793
714	0.08670309178
715	0.08649032158
716	0.08634578994
717	0.08617408395
718	0.08599683565
719	0.08581125079
720	0.08567244173
721	0.08551376642
722	0.08535939002
723	0.08517296234
724	0.08504297452
725	0.0848603129
726	0.08465987242
727	0.08448538681
728	0.08436562739
729	0.08415733395
730	0.08401619128
731	0.0838447326
732	0.08366480928
733	0.08352603482
734	0.08338292182
735	0.08319126249
736	0.08300514488
737	0.08281802632
738	0.08271880554
739	0.08255487999
740	0.0823882064
741	0.08223756357
742	0.08208709045
743	0.08194101008
744	0.08177311421
745	0.0816106609
746	0.0814357009
747	0.08124805867
748	0.08108301053
749	0.08092063951
750	0.08072748
751	0.08060926889
752	0.08047161377
753	0.08029041256
754	0.08014107828
755	0.07997746094
756	0.07979450128
757	0.07962247425
758	0.07945941663
759	0.07932837201
760	0.07914977219
761	0.07899036836
762	0.0788296788
763	0.07868820296
764	0.07854791424
765	0.07840055142
766	0.078199877
767	0.07805732294
768	0.07787400267
769	0.07771509131
770	0.0775602074
771	0.07740844096
772	0.07726869457
773	0.07712613661
774	0.07697121515
775	0.07693120497
776	0.07678915287
777	0.0766552234
778	0.07651878986
779	0.07641131052
780	0.07623968357
781	0.07610090821
782	0.07596427543
783	0.07581156846
784	0.07563468836
785	0.0754842779
786	0.07537387984
787	0.07522652163
788	0.07511391625
789	0.07495585477
790	0.07484004264
791	0.07471204223
792	0.07460033543
793	0.07444777586
794	0.07431804556
795	0.07419571864
796	0.07409668119
797	0.07399939933
798	0.07385961066
799	0.07371208826
800	0.07357581622
801	0.07343508706
802	0.07332287243
803	0.07318268049
804	0.07308001115
805	0.0730005827
806	0.07285299735
807	0.07276789218
808	0.0726389248
809	0.07255857626
810	0.07244459037
811	0.07230477555
812	0.07220873319
813	0.07207693631
814	0.07199760165
815	0.07185533479
816	0.07171426287
817	0.07158795161
818	0.07143890992
819	0.07131249648
820	0.07118208385
821	0.07106819206
822	0.0709874836
823	0.0708558291
824	0.07075160376
825	0.07062401203
826	0.07049979074
827	0.07040443909
828	0.07028752496
829	0.0701746451
830	0.07004207665
831	0.06993487123
832	0.06980875471
833	0.06968612606
834	0.06957829264
835	0.06949774299
836	0.06945795387
837	0.06935861986
838	0.06926746202
839	0.06913376417
840	0.06900718893
841	0.06890654649
842	0.0687839461
843	0.06871312428
844	0.06861483025
845	0.06849855927
846	0.06836456561
847	0.06823367172
848	0.06812446637
849	0.06799239857
850	0.06790937349
851	0.06782330394
852	0.0677865848
853	0.0676895905
854	0.06757408317
855	0.06747975359
856	0.06737360586
857	0.06725273319
858	0.06714052317
859	0.06707877783
860	0.06697752332
861	0.06684426929
862	0.06671176254
863	0.06659325395
864	0.06651610141
865	0.0663955448
866	0.06631072784
867	0.06619417092
868	0.06609496894
869	0.06601068363
870	0.06591318802
871	0.06584760479
872	0.06574104504
873	0.06565754192
874	0.06556116506
875	0.06551482331
876	0.06541054834
877	0.06533086232
878	0.06523490272
879	0.06511961051
880	0.06505194491
881	0.06493249151
882	0.06481731253
883	0.06473183946
884	0.06463768686
885	0.06457347404
886	0.0644413885
887	0.06437631885
888	0.06425074345
889	0.06416558887
890	0.06407862943
891	0.06395675089
892	0.06386958813
893	0.0637668661
894	0.06367394735
895	0.06361139385
896	0.06349896141
897	0.06340289142
898	0.06333960554
899	0.06323542798
900	0.06315023414
901	0.06305353891
902	0.06296508299
903	0.06286316776
904	0.06279953129
905	0.06269833594
906	0.06261742894
907	0.06254258437
908	0.06247113646
909	0.0623904209
910	0.06231551899
911	0.06222203503
912	0.06213768418
913	0.0620546329
914	0.06196092635
915	0.06185975039
916	0.06175069999
917	0.06167410079
918	0.06157774499
919	0.06149125953
920	0.06139473652
921	0.06130788346
922	0.06122642148
923	0.0611162439
924	0.06103074437
925	0.06094901595
926	0.06087087316
927	0.06077924941
928	0.0606894345
929	0.0605933893
930	0.06051242292
931	0.06042180642
932	0.06034102409
933	0.06026130915
934	0.06021607124
935	0.06012510594
936	0.06003624943
937	0.05997417451
938	0.0598742312
939	0.05977759523
940	0.05969228951
941	0.05961734485
942	0.0595184034
943	0.0594529258
944	0.05938334419
945	0.05930536752
946	0.05920326088
947	0.05911700332
948	0.05903234644
949	0.05894856979
950	0.05886978653
951	0.0588188321
952	0.05872461543
953	0.05868288999
954	0.05858512316
955	0.05850355933
956	0.05842963935
957	0.05834202347
958	0.05827419476
959	0.05819538411
960	0.05814317257
961	0.05805590611
962	0.0579527627
963	0.0578965302
964	0.0578048948
965	0.05772720538
966	0.05763331683
967	0.05754543011
968	0.05744337128
969	0.05735594741
970	0.05731135848
971	0.05724052371
972	0.05715269389
973	0.05708588133
974	0.05700265957
975	0.05691292922
976	0.05684468774
977	0.05675577068
978	0.05665420351
979	0.05657048124
980	0.0565255695
981	0.05642845355
982	0.05634578422
983	0.05628181897
984	0.05619718069
985	0.05614859662
986	0.05606694517
987	0.05599154956
988	0.05592282459
989	0.05585765566
990	0.0557857527
991	0.05569263032
992	0.055591945
993	0.05550185343
994	0.05545448296
995	0.05537579498
996	0.05529781383
997	0.05523647604
998	0.05515437806
999	0.05507402424
